feature_label,ipf_mean_expression,control_mean_expression,delta_ipf_vs_control
7995338,7.699841512605042,7.7043564,-0.004514887394957867
7995340,6.906842689075633,6.922182400000001,-0.015339710924368255
7995342,6.580866974789916,6.613470400000001,-0.03260342521008486
7995346,4.929668655462181,4.9873452,-0.05767654453781912
7995350,6.721170336134455,6.629143200000002,0.0920271361344529
7995377,5.906074453781512,5.982802800000001,-0.07672834621848867
7995379,3.014357731092437,3.0453504,-0.03099266890756258
7996260,7.869351260504204,7.645351399999999,0.22399986050420484
7996569,3.957250420168067,4.130563199999998,-0.17331277983193116
7996759,5.6049767226890745,5.6558874,-0.05091067731092558
7996943,4.024365966386555,4.024485200000001,-0.00011923361344567951
7997724,3.421380336134454,3.4704626000000003,-0.04908226386554615
7998053,4.290899243697478,4.4572102000000005,-0.16631095630252268
7998249,4.421987058823531,4.388330799999999,0.03365625882353118
7998927,4.541208151260501,4.880487399999998,-0.3392792487394969
7999384,4.250207647058823,4.886614399999998,-0.6364067529411752
7999433,4.605817731092435,4.7291862,-0.12336846890756537
7999476,5.0114943697479,5.213525799999998,-0.2020314302520987
7999594,4.283114705882354,4.403124,-0.12000929411764627
7999750,4.283114705882354,4.403124,-0.12000929411764627
7999884,5.921420924369748,5.6164314,0.30498952436974847
7999886,5.90085462184874,5.115687799999999,0.7851668218487413
8000632,5.0151573109243675,4.938894800000002,0.07626251092436576
8000649,6.475757899159664,6.183478200000001,0.29227969915966323
8000690,6.475757899159664,6.183478200000001,0.29227969915966323
8000882,4.273390840336136,4.3131618,-0.03977095966386379
8000897,5.9462285714285725,6.069682599999998,-0.12345402857142584
8001529,7.117547983193276,7.2397484,-0.12220041680672367
8002102,4.913858235294118,4.9681212,-0.05426296470588188
8002262,5.2131590756302515,5.263036800000001,-0.049877724369749465
8002342,6.385969243697476,6.107229399999999,0.27873984369747706
8003066,4.680453697478992,4.715918199999999,-0.03546450252100719
8003075,4.237421176470589,4.3409466000000005,-0.10352542352941185
8003465,7.057576218487399,7.145059799999997,-0.08748358151259783
8003605,3.7114548739495827,3.9018128000000005,-0.1903579260504178
8003769,5.539397058823528,5.713002400000001,-0.1736053411764722
8003846,4.09151168067227,4.183927199999999,-0.09241551932772918
8003857,5.038602521008402,5.103285,-0.06468247899159785
8003859,2.467073781512606,2.5213496,-0.05427581848739438
8005433,4.9145063865546215,4.981434600000001,-0.06692821344537947
8005473,5.798903109243699,5.9035452,-0.10464209075630126
8005574,4.936870672268907,5.013104800000002,-0.0762341277310945
8005628,5.003279411764706,4.9957704,0.007509011764706308
8005636,3.0962847058823524,3.1929656000000004,-0.09668089411764802
8005657,5.073954453781511,5.103069399999999,-0.029114946218488313
8005753,3.672133781512603,3.6614759999999995,0.010657781512603659
8005829,5.006922436974791,4.8743276,0.1325948369747909
8006081,3.022538655462185,3.0761629999999998,-0.05362434453781484
8006181,4.903518403361345,4.902193599999999,0.0013248033613466603
8006296,3.327553193277311,3.2491604,0.07839279327731097
8007641,6.672068319327735,6.721834399999999,-0.04976608067226351
8007990,5.124448655462185,5.1797336,-0.05528494453781452
8008038,4.159041764705883,4.2920414,-0.13299963529411674
8008965,3.423050168067227,3.3880354,0.03501476806722703
8009759,2.8217051260504205,2.705685000000001,0.11602012605041967
8010184,3.9674942016806733,4.0751142,-0.10761999831932645
8010766,4.139310168067226,4.2576963999999995,-0.11838623193277353
8010768,6.830645798319325,6.935311,-0.10466520168067461
8010778,4.213521932773109,4.522209,-0.30868706722689154
8010963,3.80062268907563,3.9400765999999994,-0.13945391092436932
8011112,5.455431848739498,5.648759,-0.19332715126050193
8012000,6.038208403361347,5.996137799999999,0.04207060336134827
8012218,6.69764907563025,6.638495800000002,0.05915327563024775
8012270,4.127738823529412,4.106211200000001,0.021527623529411066
8012518,4.831942100840336,4.642052400000001,0.18988970084033507
8012841,3.013243949579832,2.990514400000001,0.02272954957983142
8012906,6.0536502521008435,6.251085200000001,-0.19743494789915772
8013109,4.187868235294118,4.205009399999999,-0.017141164705880563
8013356,2.6807437815126054,2.7619117999999996,-0.08116801848739419
8013517,2.7899251260504205,2.9455873999999995,-0.155662273949579
8013519,3.297855966386555,3.3223637999999993,-0.02450783361344433
8013521,6.367482016806723,6.7092486,-0.3417665831932766
8013523,4.122874117647059,4.4677206,-0.34484648235294113
8013525,2.2289130252100837,2.3132747999999994,-0.08436177478991569
8013529,3.5922410084033607,3.4748702000000007,0.11737080840336
8014140,4.881630336134452,4.6509292,0.23070113613445198
8014142,3.9899436134453805,3.7971675999999985,0.19277601344538198
8014485,6.277423781512603,6.296129199999999,-0.018705418487396486
8014664,4.85522268907563,4.887828,-0.03260531092437002
